,Script,Era
88478, I warned you I did not fully understand the control mechanism. ,Classic
5383, Several people saw him only two days ago. ,Classic
141217, Watch.   Temporal fission. Old Rassilon is very clever. ,Classic
11909," Now don't worry. We'll be there. Try to hold on just a bit longer. We'll contact you for directions in seventeen hours from now. Repeat, seventeen hours. Breaking contact now. ",Classic
129217," But Doctor, it's ",Classic
120292," Yes, my lady. One moment. ",Classic
83580, Dalek command has identified the leading alien. The one who is not a Thal. ,Classic
149335," Shouldn't think he were too well pleased. Happen I should have gone meself, explained. In t'office, is he? ",Classic
148344, You find a way back to the Tardis and then the Doctor'll be delighted to demonstrate. ,Classic
92443," I am the swarm leader. I guarantee your safety. The Wirrn will spare your lives, but leave the sleepers for us!",Classic
89866, Say please. ,Classic
26916, I won't go far.   Dodo! What's happened? ,Classic
42775, Commence. ,Classic
45468, What's the matter? ,Classic
107179, I did. Do you understand? I did. ,Classic
94833, What an absurd idea. ,Classic
7293, Go on. Don't worry about me. Go on. ,Classic
72047," Would you like to explain that reference, Professor? ",Classic
40136," I beg your pardon? Did I hear you right? You are paid to take orders, Captain Hopper. ",Classic
93304, You'll be all right. Can you stand up? ,Classic
86879," I told you, to New Earth. ",Classic
108328, You mean take over Main Control? ,Classic
867," Yes, it's certainly alien to anything on your planet. But you're wrong about one thing, Chesterfield. This isn't like everything else. The animal is solidified, certainly, but it's not crumbly stone. It's metal. Yes, it always was. ",Classic
160493, I know that song. ,Classic
77639," Molecular structure stable. Increasing power. Two oh, two five, three oh.",Classic
117005, Have them picked up. ,Classic
47079," But the press conference, Doctor. ",Classic
96333," Mummies are embalmed, eviscerated corpses. They don't walk. ",Classic
18440," It is better that you don't. Besides, we cannot come out. In order to live we must have ammoniac gas. So we live in here in a compartment where it is filtered in. ",Classic
68650," My dear Lethbridge Stewart, your word is my command. You know that you only have to ask. ",Classic
143156, We must get help. ,Classic
73008, To do thy will shall be the whole of the law. ,Classic
97298," So, everything we've seen has been a fake. ",Classic
3838," Good luck, Ian. ",Classic
88496," Yes, well, that's really done it. With modern weapons in their hands, there's no end to the damage these lunatics can do. ",Classic
2799," Hold that. Yes, just a minute now. Yes, there you are, you see?",Classic
138579, But will there still be enough time? ,Classic
23472," There's a draught in here. Close those shutters.   Between you, you will find the Abbot and you will give him this message for me. Say the decision has been made. ",Classic
157872," Search hard, my Cleaners, search hard. Bring them all out! All the nasty human beings! The Caretakers, the Residents, the Kangs, all of them! We'll be back to collect the rubbish later.",Classic
26818, They may as well be if they win this way. Masterson'll see they hang for it. ,Classic
81043, One wonders why the tribunal is submitting to questioning by this creature. Shouldn't it be the other way round? ,Classic
31304, Surely it doesn't apply to me? ,Classic
52930, One moment. Party not available. ,Classic
155478," I didn't. See him, that is. He was in the shower. I spoke to him through the door.   Where can he have got to? With all these killings ",Classic
75394," Excuse me, sir. ",Classic
111157," We will do battle on your own ground, Doctor. ",Classic
6116, For what reason? ,Classic
26488, I've got business of my own to settle first. Personal business with Doc Holliday. ,Classic
123496, You might at least try Hardin's idea. ,Classic
15099, They were talking. ,Classic
162145," Look, we're not leaving, if that's what you mean. ",Classic
101268," Coyned. He's got into the tower. You'll have to check every floor.   All guards report to main tower, sector seven. Dangerous intruder at large. ",Classic
34469," What man, sir? ",Classic
28189," Yes, very odd, very odd indeed. Perhaps he's overworking. Who was that little man, Krimpton? ",Classic
93321, They must. They must! ,Classic
105368, I wouldn't try to find out. Tain't wise. ,Classic
62440," My goodness, no. Don't you realise that when I was stranded on this little planet of yours, I had nothing but these clothes that IOh, my goodness! ",Classic
108924, Affirmative. ,Classic
32360, Are you all right? ,Classic
100742," I can't see anything yet, sir. ",Classic
22522, Doctor! It's hopeless. ,Classic
12502, Just another dreary old statue. ,Classic
60837," We're all sorts here, lad. ",Classic
51530, But that will create a volcano. And if they explode the atomic seed device in the middle of that ,Classic
160509," Yes, I have heard rumours. ",Classic
16289, Obliterate! ,Classic
100521, What's happened to the electron charge? ,Classic
23747, What do you mean? ,Classic
112664, Really? That's a very interesting observation. ,Classic
69704, Who? ,Classic
158010, Both. ,Classic
138445," I can't, I'm not strong enough. ",Classic
51898, I don't know. Perhaps there wasn't one. Perhaps it was just illusion. ,Classic
429, Let the old man die. And we'll watch the great Kal as he kills his strong enemy. ,Classic
5664," Oh, yes, they've owned up to everything. Kala and the Prosecutor had planned to steal the key and sell it, and Chesterton here just happened to walk right into the middle of it. They made him look so guilty I never doubted for a moment he was the one. ",Classic
33272," Silence there, you bilge rats! And quiet! Pipe down there. Quiet. The Solicitor hath news for ye. ",Classic
91166," Yes. Then Miss Winters and Jellicoe came along while I was waiting for the Doctor. They programmed the robot to kill him. I protested, but ",Classic
21752, Well it appears that everything's going according to plan. ,Classic
113457, You can never relax for a moment in this job. ,Classic
34744, What of Lolem the priest? ,Classic
128687," Farewell, my friends. Farewell forever!   ",Classic
121310," Well, it rings a bell. ",Classic
100477, I think the answer might lie in the quarry. ,Classic
150316, All it did was to produce a few hiccups in the time continuum. Enough to tell us that dangerously crude experiments were going on. ,Classic
70683, Maybe I can drive it off. ,Classic
4985, Barbara's disappeared. That idol thing was on some sort of a pivot. ,Classic
122789, The way is blocked? ,Classic
122703," Doctor, there's someone coming. ",Classic
71506," All right, Norton. Get up there. ",Classic
29147, He's been kidnapped. You've got to save him. ,Classic
26238," Well, why don't you stop 'em then? ",Classic
86906, There's also a lot of love and kindness and honesty. You've got a warped view of things. ,Classic
97048, I see. Then they are externals. ,Classic
127691, Oh. ,Classic
151015, I suggest you think about your own wife. ,Classic
69110," I think so, yes. How would you like a free pardon, unlimited money and a ticket to anywhere in the world? ",Classic
28306, Ta ta then. ,Classic
123484, Doctor! ,Classic
6875," Try the scanner, Doctor. ",Classic
145912, Oxygen. No time. I must find Peri. ,Classic
34135," By Christopher, you're right. If we disappear now they'll think we're gone to the project work gang. Okay, Jacko? ",Classic
160987," Really, Doctor? Thank you for reminding me. ",Classic
33561, Aren't you forgetting one thing? ,Classic
139899," All I care about is getting back to the Tardis, where it's nice and warm. No wonder they forced him to sign Magna Carta. Bet there was something in it about underheated housing. ",Classic
16748," Barbara? Barbara, we've found her. Barbara? Where is she? ",Classic
64259, Go and see Doctor Taltalian. That's his department. ,Classic
151330, Impossible. ,Classic
121230, It's inexplicable. We'd better put it back. ,Classic
91230, Couldn't we lock them up? ,Classic
136744, You're forgetting Tegan. ,Classic
141646," Now kill her, Maddox. ",Classic
125996, Doctor. ,Classic
110542, Try me! ,Classic
50313," No, no, no, of course not. There's nothing unpleasant on Dulkis. ",Classic
55577, Yes. ,Classic
7593, XC four. What part of the body do you want the beam to strike? ,Classic
134439, What are you talking about? ,Classic
52961," Yes, sir. Come on. This way.",Classic
95554, Hmm? What did you say? ,Classic
129282," Well, whoever I feel like, it's absolutely splendid. Let's go. ",Classic
76338, Sir? ,Classic
157250," Sorry about the pool, Mel. ",Classic
60145," Oh yes, I see. Yes, that's fascinating. ",Classic
39942," Oh really, Doctor? And may we know what that is? ",Classic
147820, That thing. What does it do? ,Classic
73790, Ten?,Classic
87246, Thank you. ,Classic
112674," Affirmative, master. Friend. ",Classic
164894, Yes. ,Classic
131816, And the sooner they're dispatched the better. ,Classic
59495," Now look, just you listen to me a moment. ",Classic
19237, I don't know. It depends on how long ago it was. ,Classic
