"","Character","Script","Script_lemm"
"1633","DOCTOR1"," Yes, but how, dear boy? ","yes dear boy"
"1636","DOCTOR1"," Well, yes. ","well yes"
"1638","DOCTOR1"," They've magnetised it, too. Come on, let's try and force it open. ","magnetise come let try force open"
"1643","DOCTOR1"," It's open. I've done it. ","open do"
"1666","DOCTOR1"," Well, lets get back to the ship. ","well let get back ship"
"1670","DOCTOR1"," The Thals are no concern of ours. We cannot jeopardise our lives getting involved in an affair which is none of our business. ","thals concern cannot jeopardise live get involve affair none business"
"1678","DOCTOR1"," Good luck, Chesterton. ","good luck chesterton"
"1691","DOCTOR1"," Fascinating. Absolutely fascinating. You know, these records must go back nearly half a million years. ","fascinate absolutely fascinate know record must back nearly half million year"
"1693","DOCTOR1"," Oh, nonsense, young lady. Your survival is all here. What, er, is this a solar system? ","nonsense young lady survival solar system"
"1695","DOCTOR1"," I see. And this? What is this planet? ","see planet"
"1697","DOCTOR1"," Total? Oh, you have records of other systems? ","total record system"
"1699","DOCTOR1"," Yes, I see. I wonder if I could see the plans. ","yes see wonder could see plan"
"1701","DOCTOR1"," I might be able to fix our position. Oh, yes, yes. Absorbing, most absorbing. ","might able fix position yes yes absorb absorb"
"1750","DOCTOR1"," I say, I say, I think these'll interest you.   Look here. This is these people's ancestor, the original Thal male. There was a neutron war here. Most died and the survivors mutated. But in the case of the Thals, mutation came round in full circle then refined itself into what you see. ","say say think interest look people ancestor original thal male neutron war die survivor mutate case thals mutation come round full circle refine see"
"1752","DOCTOR1"," Yes, yes. It took hundreds of years, of course. In the second example, our recent hosts, the mutation has not completed its full circle. Why, I don't know. But do you remember that monstrosity we took out of its machine? ","yes yes take hundred year course second example recent host mutation complete full circle know remember monstrosity take machine"
"1754","DOCTOR1"," This is its forebear. ","forebear"
"1756","DOCTOR1"," Yes. They called them Dals then. Oh, it's all there, every moment of it is Skaroene history. Minutely but brilliantly recorded. Priceless, absolutely priceless. ","yes call dal every moment skaroene history minutely brilliantly record priceless absolutely priceless"
"1758","DOCTOR1"," Yes. They were the warriors then. ","yes warrior"
"1762","DOCTOR1"," I'm very glad to hear he's improving. Well, now, I'm sure you all agree with me, its time we went back to the ship. Now, come along. ","glad hear improve well sure agree time go back ship come along"
"1764","DOCTOR1"," And the Daleks are not, which is more important, my child. ","daleks important child"
"1768","DOCTOR1"," But our fate doesn't rest with the Thals, surely. Let's leave well alone. We have ourselves to worry about. Now, come along, come along. Wasting time. ","fate rest thals surely let leave well alone worry come along come along waste time"
"1771","DOCTOR1"," Oh, please, come along. Oh, by the way, let me have the fluid link, will you? Oh, dear boy, now please, please, come along. You know I can't start the ship without it. ","please come along way let fluid link dear boy please please come along know start ship without"
"1807","DOCTOR1"," No, I can't, my child. And I've looked through all my spares and I've really discovered we do need some mercury. ","child look spare really discover need mercury"
"1809","DOCTOR1"," It's put us in a bit of a jam. I must get that fluid link back again. I'm afraid my little trick has rather rebounded on me. What you might call tempting providence, Chesserman. ","put bit jam must get fluid link back afraid little trick rather rebound might call tempt providence chesserman"
"1811","DOCTOR1"," Yes, well, at least you're not vindictive. ","yes well least vindictive"
"1815","DOCTOR1"," Yes. Hey? I know that. ","yes hey know"
"1817","DOCTOR1"," I can assure you, young lady, I haven't been wasting my time. There's always a way. ","assure young lady waste time always way"
"1819","DOCTOR1"," Thank you, my dear. Your faith is something that I prize very highly. You all realise, of course, we cannot succeed against the Daleks alone? ","thank dear faith something prize highly realise course cannot succeed daleks alone"
"1821","DOCTOR1"," We have a ready-made army here. The Thals. They're strong, and they have one great advantage against the Daleks. They can move so much more quickly. ","ready make army thals strong one great advantage daleks move much quickly"
"1823","DOCTOR1"," Well, that's all right, young man. The mind will always triumph. With me to lead them, the Thals are bound to succeed. ","well right young man mind always triumph lead thals bind succeed"
"1825","DOCTOR1"," My dear child, this is no time for morals. They must fight for us. ","dear child time moral must fight"
"1827","DOCTOR1"," Oh, my dear young man, I do hope you're not going to be difficult. ","dear young man hope go difficult"
"1829","DOCTOR1"," It's just common sense. Young lady, I've been underestimating you. ","common sense young lady underestimate"
"1843","DOCTOR1"," We need action, not arguments. ","need action argument"
"1849","DOCTOR1"," Hmm, strange young man. ","hmm strange young man"
"1852","DOCTOR1"," Yes, we'll see. ","yes see"
"1854","DOCTOR1"," Let's see what he's up to. ","let see"
"1908","DOCTOR1"," If we get this intelligent anticipation, we shall succeed. Let's see this. Now, what is this area here? ","get intelligent anticipation shall succeed let see area"
"1918","DOCTOR1"," Yes, yes. Well, now, I suggest we split into two groups. The one to distract the Daleks on the city wall side, and the others to try and force a way through the mountains. ","yes yes well suggest split two group one distract daleks city wall side others try force way mountain"
"2004","DOCTOR1"," Can you see any way in at all? ","see way"
"2008","DOCTOR1"," Yes, yes, yes. Now, the things we have to put out of action is the radio and television waves. They've obviously got complete coverage in and around the city. ","yes yes yes thing put action radio television wave obviously get complete coverage around city"
"2010","DOCTOR1"," We must presume they don't leave anything to chance. ","must presume leave anything chance"
"2012","DOCTOR1"," Then we must stop the pictures. Remember, the Daleks aren't very mobile. ","must stop picture remember daleks mobile"
"2014","DOCTOR1"," And there's always value in surprise. I know it looks difficult, but we must try it, my friends. Yes, we must. ","always value surprise know look difficult must try friend yes must"
"2077","DOCTOR1"," It looks as if my plan has worked. ","look plan work"
"2079","DOCTOR1"," Never mind. It gives us a better chance to get into the city unnoticed. ","never mind give good chance get city unnoticed"
"2081","DOCTOR1"," Oh, I know it's risky, but, well, we mustn't diddle about here. Now, I want to get to the east side of that antennae. ","know risky well diddle want get east side antenna"
"2086","DOCTOR1"," Yes, yes, I see. Well you go ahead, will you? Go along, child. Yes, we'll show them a thing or two. ","yes yes see well ahead along child yes show thing two"
"2124","DOCTOR1"," Ah, yes, a single cable. The whole city is powered by static electricity. ","yes single cable whole city power static electricity"
"2126","DOCTOR1"," The single wire, you see. Round here, there, see? And there. That must be the answer. ","single wire see round see must answer"
"2130","DOCTOR1"," Ah, good girl. Now, just take it over there. That's it. Now, look out. ","good girl take look"
"2133","DOCTOR1"," No, just a minute. Now, you go and tell your friends to stop flashing the light on the antennae. Because for all we know, the Daleks might have a beam to throw on them, paralyse them, kill them. ","minute tell friend stop flash light antenna know daleks might beam throw paralyse kill"
"2135","DOCTOR1"," We shall be all right. Now, go along, and tell them to move their position from time to time. Now hurry, please. ","shall right along tell move position time time hurry please"
"2137","DOCTOR1"," Yes, yes, yes, yes. We shall be back before then. Now go. Dear, dear, dear, that young man gets so agitated. Now, I'll tell you what we'll do. We'll short-circuit it to another conductor. Let me have the key of the ship, Susan, will you? The key of the ship, dear. ","yes yes yes yes shall back dear dear dear young man get agitate tell short circuit another conductor let key ship susan key ship dear"
"2139","DOCTOR1"," Yes, yes, yes. I can always make another one if necessary. ","yes yes yes always make another one necessary"
"2141","DOCTOR1"," Now, the power's running away. That'll teach the Daleks to meddle in our affairs. ","power run away teach daleks meddle affair"
"2143","DOCTOR1"," Well, of course.   Watch it.   Now, we've shorted it, you see. So something must have gone somewhere else. The extent of the damage, of course, we don't know yet.","well course watch short see something must go somewhere else extent damage course know yet"
"2145","DOCTOR1"," But, my dear child, don't you realise what I've done? A few simple tools ","dear child realise do simple tool"
"2147","DOCTOR1"," A superior brain. ","superior brain"
"2149","DOCTOR1"," But, child, look ","child look"
